ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-23152	ELL	05:43:02.88	-71:16:35.1	17.878	19.007	1.129	16.19798610	0.151	0.130
OGLE-LMC-ECL-23256	ELL	05:43:19.38	-69:09:57.9	14.558	14.819	0.261	20.83302340	0.164	0.089
OGLE-LMC-ECL-23334	C	05:43:34.18	-67:49:08.3	17.520	17.449	-0.071	0.59304670	0.225	0.210
OGLE-LMC-ECL-23400	C	05:43:47.08	-69:04:31.2	18.912	19.087	0.175	0.39820500	1.022	0.947
OGLE-LMC-ECL-23449	C	05:43:57.14	-72:07:54.1	18.024	18.143	0.119	1.48083050	0.244	0.213
OGLE-LMC-ECL-23490	C	05:44:06.33	-68:55:47.8	17.730	17.747	0.017	0.71631440	0.130	0.080
OGLE-LMC-ECL-23510	ELL	05:44:13.00	-70:55:34.1	19.662	20.211	0.549	0.81779190	0.589	0.274
OGLE-LMC-ECL-23573	ELL	05:44:28.40	-70:50:11.5	17.269	17.386	0.117	1.26935900	0.105	0.069
OGLE-LMC-ECL-23579	ELL	05:44:28.89	-69:46:44.1	16.083	16.066	-0.017	1.19367550	0.140	0.100
OGLE-LMC-ECL-23622	C	05:44:39.75	-67:52:56.2	18.225	18.300	0.075	0.39347870	0.422	0.419
OGLE-LMC-ECL-23653	C	05:44:48.13	-69:58:09.9	19.391	19.780	0.389	1.07486370	0.535	0.501
OGLE-LMC-ECL-23662	ELL	05:44:50.19	-68:06:02.1	15.932	15.839	-0.093	4.09825910	0.048	0.023
OGLE-LMC-ECL-23708	ELL	05:45:02.92	-71:22:13.2	17.947	19.045	1.098	20.93651640	0.150	0.116
OGLE-LMC-ECL-23783	ELL	05:45:19.68	-70:29:46.4	15.868	17.503	1.635	117.44447340	0.219	0.142
OGLE-LMC-ECL-23979	ELL	05:46:07.07	-72:02:58.3	18.286	18.498	0.212	0.70077770	0.189	0.129
OGLE-LMC-ECL-24002	ELL	05:46:15.73	-68:53:55.4	15.119	16.450	1.331	151.70145950	0.378	0.192
OGLE-LMC-ECL-24015	ELL	05:46:19.82	-71:45:20.8	15.570	17.132	1.562	147.50907330	0.157	0.110
OGLE-LMC-ECL-24025	ELL	05:46:21.42	-70:52:55.8	18.628	18.751	0.123	1.35434950	0.232	0.149
OGLE-LMC-ECL-24042	ELL	05:46:26.92	-68:28:15.4	15.893	17.414	1.521	173.21253110	0.075	0.065
OGLE-LMC-ECL-24060	ELL	05:46:32.15	-69:00:14.9	17.838	19.171	1.333	49.75097150	0.148	0.136
OGLE-LMC-ECL-24167	C	05:46:59.53	-71:00:07.9	18.085	18.168	0.083	1.33473020	0.483	0.470
OGLE-LMC-ECL-24174	C	05:47:01.22	-70:56:22.7	18.183	18.202	0.019	0.42699880	0.786	0.761
OGLE-LMC-ECL-24189	ELL	05:47:05.12	-70:39:33.9	16.734	17.834	1.100	189.41336340	0.043	0.034
OGLE-LMC-ECL-24199	ELL	05:47:08.97	-71:30:28.3	15.794	17.551	1.757	217.89300200	0.204	0.098
OGLE-LMC-ECL-24212	C	05:47:12.47	-70:30:58.1	18.117	18.169	0.052	1.34305060	0.146	0.137
OGLE-LMC-ECL-24261	C	05:47:26.32	-69:20:50.4	18.054	18.107	0.053	0.71595900	0.600	0.517
OGLE-LMC-ECL-24265	ELL	05:47:27.54	-69:33:27.0	16.641	17.869	1.228	102.73410430	0.050	0.044
OGLE-LMC-ECL-24269	C	05:47:28.36	-71:11:33.2	19.382	19.467	0.085	0.76046390	0.541	0.470
OGLE-LMC-ECL-24278	ELL	05:47:31.58	-70:52:10.5	17.449	17.567	0.118	2.81823250	0.116	0.074
OGLE-LMC-ECL-24308	C	05:47:40.47	-69:29:03.4	18.159	18.476	0.317	1.91501530	0.286	0.277
OGLE-LMC-ECL-24333	ELL	05:47:48.72	-71:14:40.7	18.145	19.209	1.064	11.72939960	0.188	0.149
OGLE-LMC-ECL-24586	C	05:48:58.45	-69:42:40.3	18.457	18.647	0.190	0.47242490	0.396	0.369
OGLE-LMC-ECL-24613	C	05:49:06.72	-71:54:10.6	19.126	19.522	0.396	0.55244270	0.568	0.510
OGLE-LMC-ECL-24670	ELL	05:49:27.06	-70:09:17.1	17.581	17.692	0.111	2.03158090	0.075	0.068
OGLE-LMC-ECL-24694	C	05:49:36.69	-70:22:00.2	18.437	18.543	0.106	1.06661770	0.360	0.322
OGLE-LMC-ECL-24719	ELL	05:49:43.99	-70:10:52.3	18.077	19.115	1.038	12.98702090	0.096	0.090
OGLE-LMC-ECL-24739	ELL	05:49:48.85	-71:49:35.0	17.854	18.965	1.111	32.04378500	0.148	0.120
OGLE-LMC-ECL-24832	ELL	05:50:17.84	-69:30:27.2	17.892	18.975	1.083	20.08954310	0.101	0.079
OGLE-LMC-ECL-24976	ELL	05:51:16.10	-69:57:26.5	16.860	16.882	0.022	2.07608790	0.088	0.069
OGLE-LMC-ECL-25095	C	05:52:11.02	-71:29:28.9	16.745	17.934	1.189	89.53437340	0.106	0.106
OGLE-LMC-ECL-25151	C	05:52:37.49	-70:18:27.2	18.740	19.669	0.929	8.82274220	0.201	0.188
OGLE-LMC-ECL-25433	C	05:56:50.87	-68:59:47.4	16.907	17.969	1.062	101.36481980	0.102	0.099
OGLE-LMC-ECL-25456	ELL	05:57:18.82	-71:02:17.0	16.129	17.573	1.444	220.07249220	0.049	0.037
OGLE-LMC-ECL-25492	C	05:58:09.22	-68:50:40.4	16.608	17.246	0.638	0.36961150	0.502	0.477
OGLE-LMC-ECL-25527	C	05:58:50.37	-69:48:55.6	15.268	15.949	0.681	0.35813500	0.230	0.229
OGLE-LMC-ECL-25529	C	05:58:52.17	-70:17:17.5	18.341	19.498	1.157	0.33688980	0.574	0.487
OGLE-LMC-ECL-25535	C	05:58:57.83	-68:30:58.0	18.163	18.289	0.126	0.51299680	0.530	0.523
OGLE-LMC-ECL-25566	C	05:59:31.50	-69:46:37.3	18.845	18.844	-0.001	0.91451730	0.264	0.237
OGLE-LMC-ECL-25598	ELL	06:00:18.21	-70:01:12.1	14.332	15.605	1.273	208.34215130	0.098	0.095
OGLE-LMC-ECL-25600	ELL	06:00:22.08	-72:45:05.2	18.765	19.476	0.711	11.50888530	0.293	0.169
OGLE-LMC-ECL-25690	ELL	06:03:03.30	-70:01:20.7	15.246	16.831	1.585	300.70454590	0.084	0.059
OGLE-LMC-ECL-25731	C	06:04:15.35	-68:45:08.1	15.519	16.275	0.756	0.34367080	0.222	0.208
OGLE-LMC-ECL-25838	C	06:06:25.12	-69:29:27.4	12.810	13.680	0.870	0.37133060	0.613	0.560
OGLE-LMC-ECL-25880	ELL	06:07:48.42	-71:03:08.7	15.817	17.700	1.883	0.25428000	0.168	0.141
OGLE-LMC-ECL-25886	C	06:07:55.81	-70:22:10.0	14.806	15.479	0.673	0.33001720	0.361	0.361
OGLE-LMC-ECL-25925	ELL	06:08:57.13	-71:58:34.7	17.719	18.362	0.643	27.10157800	0.076	0.073
OGLE-LMC-ECL-26062	C	06:13:46.93	-69:16:50.5	17.040	18.053	1.013	35.92615290	0.186	0.141
OGLE-LMC-ECL-26074	C	06:13:59.15	-69:24:15.5	13.421	14.004	0.583	0.56965060	0.271	0.240
OGLE-LMC-ECL-26112	C	06:17:08.25	-71:04:30.4	16.842	17.542	0.700	0.31740870	0.213	0.212
OGLE-LMC-ECL-26125	C	02:51:09.81	-73:46:50.4	18.981	18.958	-0.023	0.34689280	0.363	0.241
OGLE-LMC-ECL-26128	C	02:52:17.22	-70:45:43.8	17.314	19.281	1.967	0.34138880	0.174	0.152
OGLE-LMC-ECL-26143	C	02:59:02.75	-73:19:33.4	18.481	18.415	-0.066	0.39425900	0.618	0.592
OGLE-LMC-ECL-26159	C	03:04:42.50	-72:44:41.7	14.612	15.440	0.828	0.37191940	0.355	0.354
OGLE-LMC-ECL-26201	C	03:29:59.96	-75:30:51.1	15.930	17.008	1.078	0.24700060	0.402	0.387
OGLE-LMC-ECL-26226	C	03:44:20.22	-74:06:33.3	18.267	20.272	2.005	0.23979870	0.785	0.741
OGLE-LMC-ECL-26227	ELL	03:44:33.39	-71:40:07.4	17.602	18.459	0.857	0.70311750	0.085	0.085
OGLE-LMC-ECL-26232	C	03:45:58.41	-70:48:36.6	18.929	19.694	0.765	0.36540600	0.472	0.449
OGLE-LMC-ECL-26268	ELL	04:04:49.32	-74:54:55.9	17.668	18.384	0.716	0.26414300	0.203	0.109
OGLE-LMC-ECL-26277	C	04:10:03.16	-73:25:25.5	13.397	14.104	0.707	0.41061380	0.542	0.495
OGLE-LMC-ECL-26279	ELL	04:11:12.70	-72:58:45.3	16.523	17.752	1.229	58.77572980	0.102	0.087
OGLE-LMC-ECL-26280	C	04:12:04.13	-72:28:54.1	12.730	13.772	1.042	0.71237110	0.563	0.454
OGLE-LMC-ECL-26302	C	04:22:33.46	-70:24:15.6	14.969	15.935	0.966	0.33808260	0.531	0.503
OGLE-LMC-ECL-26334	ELL	04:29:50.41	-68:31:56.1	17.966	18.962	0.996	15.76405770	0.131	0.111
OGLE-LMC-ECL-26385	ELL	04:35:19.91	-70:52:13.8	15.210	16.987	1.777	225.66646660	0.209	0.186
OGLE-LMC-ECL-26419	ELL	04:37:44.03	-71:44:07.3	17.957	18.975	1.018	12.99507540	0.277	0.185
OGLE-LMC-ECL-26426	ELL	04:37:56.52	-69:20:28.4	16.843	16.975	0.132	5.49878480	0.058	0.015
OGLE-LMC-ECL-26433	ELL	04:38:26.87	-65:31:58.3	16.525	16.551	0.026	13.71462300	0.205	0.144
OGLE-LMC-ECL-26447	ELL	04:39:19.63	-68:08:03.8	18.145	18.701	0.556	11.37174650	0.119	0.088
OGLE-LMC-ECL-26453	C	04:39:38.37	-67:15:40.5	16.074	17.006	0.932	1.10936440	0.134	0.126
OGLE-LMC-ECL-26480	ELL	04:41:26.88	-69:51:11.3	16.671	16.616	-0.055	1.29842660	0.107	0.069
OGLE-LMC-ECL-26516	ELL	04:42:47.43	-71:31:42.8	16.437	17.860	1.423	91.45200020	0.098	0.080
OGLE-LMC-ECL-26526	ELL	04:43:10.68	-71:33:18.9	16.263	17.660	1.397	74.43440680	0.097	0.077
OGLE-LMC-ECL-26529	ELL	04:43:20.54	-68:48:11.7	17.415	17.495	0.080	3.16100470	0.060	0.029
OGLE-LMC-ECL-26538	ELL	04:43:36.64	-69:50:22.0	16.265	16.314	0.049	4.67600190	0.069	0.024
OGLE-LMC-ECL-26555	ELL	04:44:06.10	-69:23:49.2	17.637	18.834	1.197	46.79264250	0.141	0.016
OGLE-LMC-ECL-26561	ELL	04:44:21.63	-69:21:41.3	17.348	17.493	0.145	3.56053760	0.153	0.060
OGLE-LMC-ECL-26566	ELL	04:44:26.40	-68:24:23.6	17.813	17.789	-0.024	0.62748110	0.111	0.083
OGLE-LMC-ECL-26569	ELL	04:44:30.26	-69:40:31.8	16.721	17.963	1.242	52.13560490	0.081	0.075
OGLE-LMC-ECL-26577	ELL	04:44:38.67	-64:51:49.6	13.989	14.490	0.501	0.65459830	0.163	0.143
OGLE-LMC-ECL-26598	ELL	04:45:13.85	-65:59:40.7	15.764	16.475	0.711	0.37805990	0.118	0.099
OGLE-LMC-ECL-26632	ELL	04:46:06.19	-69:43:05.3	18.043	20.072	2.029	0.18669980	0.180	0.127
OGLE-LMC-ECL-26644	ELL	04:46:21.95	-69:14:12.1	15.040	15.922	0.882	10.21146800	0.054	0.050
OGLE-LMC-ECL-26646	ELL	04:46:23.85	-68:29:22.2	16.201	16.148	-0.053	2.23752620	0.108	0.077
OGLE-LMC-ECL-26648	ELL	04:46:24.84	-72:47:57.8	16.261	17.630	1.369	205.32947870	0.035	0.020
OGLE-LMC-ECL-26649	ELL	04:46:25.85	-69:38:28.2	16.200	16.246	0.046	4.61371700	0.092	0.012
OGLE-LMC-ECL-26652	ELL	04:46:27.10	-71:15:54.7	16.043	17.584	1.541	87.45320350	0.117	0.084
OGLE-LMC-ECL-26671	ELL	04:46:39.98	-70:48:35.8	16.858	17.986	1.128	85.63320110	0.331	0.189
OGLE-LMC-ECL-26688	ELL	04:47:02.42	-68:55:01.7	15.885	15.840	-0.045	4.18693410	0.037	0.029
OGLE-LMC-ECL-26729	ELL	04:47:35.44	-69:14:07.9	16.207	16.325	0.118	5.59120240	0.131	0.080
OGLE-LMC-ECL-26731	ELL	04:47:36.36	-67:57:01.1	16.770	16.820	0.050	4.59757460	0.045	0.017
OGLE-LMC-ECL-26737	ELL	04:47:44.26	-69:34:25.8	17.633	17.722	0.089	3.00436380	0.090	0.025
OGLE-LMC-ECL-26799	ELL	04:48:41.31	-73:04:46.4	19.333	19.871	0.538	1.33646490	0.346	0.196
OGLE-LMC-ECL-26824	ELL	04:48:56.64	-70:36:24.5	17.129	17.231	0.102	4.28539580	0.115	0.041
OGLE-LMC-ECL-26826	C	04:49:00.14	-72:38:33.0	19.505	19.808	0.303	1.07219610	0.327	0.316
OGLE-LMC-ECL-26828	ELL	04:49:00.54	-66:52:59.2	17.793	18.475	0.682	23.84700300	0.208	0.154
OGLE-LMC-ECL-26853	ELL	04:49:14.38	-68:16:17.1	19.179	20.010	0.831	4.48425690	0.172	0.128
OGLE-LMC-ECL-26862	ELL	04:49:18.53	-69:12:29.7	17.186	17.322	0.136	4.11034340	0.081	0.015
OGLE-LMC-ECL-26894	ELL	04:49:37.94	-69:01:27.4	15.857	15.882	0.025	3.65163820	0.113	0.067
OGLE-LMC-ECL-26911	ELL	04:49:54.79	-68:39:39.6	17.014	17.100	0.086	4.33105490	0.067	0.013
OGLE-LMC-ECL-26919	ELL	04:49:59.47	-68:54:08.6	17.056	17.113	0.057	2.14433840	0.062	0.024
OGLE-LMC-ECL-26928	ELL	04:50:06.46	-67:32:13.3	18.308	18.434	0.126	1.72460610	0.119	0.065
OGLE-LMC-ECL-26935	ELL	04:50:09.14	-69:12:07.1	16.474	16.409	-0.065	1.07904910	0.029	0.009
OGLE-LMC-ECL-26953	ELL	04:50:15.85	-70:16:49.5	17.754	17.827	0.073	1.76415920	0.070	0.021
OGLE-LMC-ECL-26970	ELL	04:50:23.26	-69:39:15.3	17.378	17.411	0.033	1.35899850	0.108	0.067
OGLE-LMC-ECL-26985	ELL	04:50:33.30	-71:33:25.7	15.023	16.587	1.564	228.84600840	0.099	0.022
OGLE-LMC-ECL-27002	ELL	04:50:39.97	-68:20:55.4	15.280	16.037	0.757	1.19296380	0.018	0.008
OGLE-LMC-ECL-27004	ELL	04:50:43.27	-69:11:11.0	17.357	18.202	0.845	24.73580290	0.200	0.155
OGLE-LMC-ECL-27015	ELL	04:50:47.67	-71:24:23.6	17.672	17.896	0.224	5.33902980	0.071	0.041
OGLE-LMC-ECL-27034	C	04:50:57.71	-70:20:45.2	17.635	17.664	0.029	0.52590510	0.608	0.594
OGLE-LMC-ECL-27040	ELL	04:51:00.37	-69:54:29.9	16.721	16.705	-0.016	1.51093700	0.068	0.024
OGLE-LMC-ECL-27047	ELL	04:51:03.91	-69:24:05.1	15.201	15.141	-0.060	1.88025120	0.082	0.054
OGLE-LMC-ECL-27049	ELL	04:51:05.17	-69:05:12.9	16.863	17.966	1.103	130.24560210	0.113	0.113
OGLE-LMC-ECL-27079	C	04:51:19.69	-65:21:53.8	13.110	13.807	0.697	0.31656240	0.543	0.531
OGLE-LMC-ECL-27086	ELL	04:51:24.43	-69:35:06.3	14.886	14.779	-0.107	1.32216310	0.028	0.016
OGLE-LMC-ECL-27091	ELL	04:51:27.54	-70:35:55.8	17.881	17.953	0.072	2.19613870	0.116	0.031
OGLE-LMC-ECL-27103	ELL	04:51:36.78	-66:56:28.6	18.670	19.463	0.793	9.24565570	0.191	0.122
OGLE-LMC-ECL-27106	ELL	04:51:37.36	-70:22:48.9	19.311	19.885	0.574	0.68495300	0.288	0.275
OGLE-LMC-ECL-27124	ELL	04:51:47.26	-68:46:18.9	17.149	17.286	0.137	4.81574240	0.084	0.008
OGLE-LMC-ECL-27134	C	04:51:52.70	-70:46:17.2	13.758	13.592	-0.166	1.66048550	0.415	0.382
OGLE-LMC-ECL-27146	ELL	04:52:01.07	-66:34:17.0	18.226	18.961	0.735	5.87488460	0.104	0.088
OGLE-LMC-ECL-27149	ELL	04:52:01.57	-66:38:02.9	15.257	15.152	-0.105	3.75177720	0.025	0.010
OGLE-LMC-ECL-27154	ELL	04:52:02.94	-67:56:29.2	17.033	17.017	-0.016	1.48513100	0.094	0.044
OGLE-LMC-ECL-27163	ELL	04:52:05.96	-66:47:03.9	14.976	14.794	-0.182	1.61588200	0.035	0.021
OGLE-LMC-ECL-27188	ELL	04:52:19.94	-68:56:25.9	15.322	15.290	-0.032	3.46801680	0.084	0.045
OGLE-LMC-ECL-27189	ELL	04:52:20.55	-66:41:55.5	15.351	15.189	-0.162	1.87706920	0.027	0.014
OGLE-LMC-ECL-27192	ELL	04:52:21.35	-69:29:11.6	16.769	16.912	0.143	6.39208810	0.081	0.016
OGLE-LMC-ECL-27195	C	04:52:22.01	-69:18:08.9	17.868	18.833	0.965	69.31120260	0.138	0.130
OGLE-LMC-ECL-27198	ELL	04:52:23.29	-66:55:16.0	15.589	15.559	-0.030	1.22734310	0.033	0.013
OGLE-LMC-ECL-27229	ELL	04:52:36.86	-68:27:25.3	17.760	17.865	0.105	3.70457830	0.110	0.032
OGLE-LMC-ECL-27233	ELL	04:52:37.89	-68:30:51.5	16.682	16.774	0.092	7.60963090	0.092	0.022
OGLE-LMC-ECL-27234	C	04:52:38.05	-68:25:00.1	19.650	20.024	0.374	0.81750240	0.514	0.472
OGLE-LMC-ECL-27244	ELL	04:52:44.17	-65:49:58.9	17.032	17.099	0.067	4.71808450	0.106	0.031
OGLE-LMC-ECL-27252	ELL	04:52:48.14	-67:06:02.2	15.640	15.618	-0.022	3.79248270	0.115	0.082
OGLE-LMC-ECL-27255	ELL	04:52:49.97	-69:14:25.1	17.761	17.770	0.009	1.53294210	0.055	0.021
OGLE-LMC-ECL-27260	ELL	04:52:52.03	-70:10:44.4	17.103	17.095	-0.008	1.56656210	0.056	0.022
OGLE-LMC-ECL-27280	ELL	04:53:01.31	-71:22:09.8	15.236	15.780	0.544	66.95860290	0.296	0.190
OGLE-LMC-ECL-27282	ELL	04:53:01.67	-70:40:51.1	14.640	14.619	-0.021	6.27539760	0.053	0.024
OGLE-LMC-ECL-27301	ELL	04:53:12.54	-69:15:27.8	15.887	15.683	-0.204	1.90704240	0.030	0.020
OGLE-LMC-ECL-27317	ELL	04:53:25.18	-70:58:45.1	15.558	16.087	0.529	3.29401540	0.104	0.104
OGLE-LMC-ECL-27327	ELL	04:53:31.40	-71:42:01.1	17.053	18.285	1.232	53.52020600	0.080	0.076
OGLE-LMC-ECL-27353	ELL	04:53:45.02	-68:32:08.7	17.242	17.334	0.092	4.04138710	0.101	0.036
OGLE-LMC-ECL-27386	ELL	04:54:00.61	-65:02:10.0	16.814	16.830	0.016	4.56719390	0.055	0.013
OGLE-LMC-ECL-27388	ELL	04:54:02.15	-66:11:38.6	15.726	17.217	1.491	155.40520320	0.184	0.120
OGLE-LMC-ECL-27428	C	04:54:17.02	-68:00:35.8	18.512	18.507	-0.005	1.16085640	0.135	0.113
OGLE-LMC-ECL-27445	ELL	04:54:23.61	-66:37:55.3	16.222	16.097	-0.125	1.36826870	0.060	0.035
OGLE-LMC-ECL-27463	ELL	04:54:30.31	-66:34:50.4	17.805	18.827	1.022	17.04050930	0.083	0.079
OGLE-LMC-ECL-27468	ELL	04:54:33.62	-70:09:38.7	15.766	15.661	-0.105	1.75123850	0.053	0.023
OGLE-LMC-ECL-27470	C	04:54:35.95	-65:53:09.0	18.900	19.110	0.210	1.88691500	0.221	0.219
OGLE-LMC-ECL-27473	ELL	04:54:36.60	-69:30:30.4	17.978	18.811	0.833	14.95780210	0.177	0.084
OGLE-LMC-ECL-27475	ELL	04:54:37.78	-66:41:16.2	15.194	15.047	-0.147	3.73323850	0.038	0.027
OGLE-LMC-ECL-27481	ELL	04:54:42.06	-69:51:51.6	17.821	17.765	-0.056	6.56574910	0.051	0.033
OGLE-LMC-ECL-27487	ELL	04:54:43.61	-71:24:28.0	17.531	17.554	0.023	2.26590780	0.054	0.032
OGLE-LMC-ECL-27515	ELL	04:54:55.77	-69:24:23.4	14.989	14.933	-0.056	1.17972160	0.149	0.127
OGLE-LMC-ECL-27516	C	04:54:56.02	-69:00:44.8	15.607	15.489	-0.118	1.50498470	0.204	0.198
OGLE-LMC-ECL-27517	ELL	04:54:56.52	-69:29:19.5	17.477	17.473	-0.004	1.03423970	0.047	0.022
OGLE-LMC-ECL-27518	ELL	04:54:56.53	-70:48:34.6	17.696	17.694	-0.002	1.68873500	0.066	0.028
OGLE-LMC-ECL-27520	ELL	04:54:57.59	-70:00:31.8	16.147	16.137	-0.010	1.31709090	0.022	0.009
OGLE-LMC-ECL-27524	ELL	04:54:58.35	-67:49:40.5	17.392	17.357	-0.035	1.10949400	0.062	0.030
OGLE-LMC-ECL-27539	ELL	04:55:05.26	-69:13:46.0	18.674	18.896	0.222	0.93478430	0.116	0.060
OGLE-LMC-ECL-27549	ELL	04:55:08.55	-70:57:44.1	18.696	18.800	0.104	1.03234770	0.150	0.095
OGLE-LMC-ECL-27550	ELL	04:55:08.74	-67:57:18.6	18.307	18.286	-0.021	1.13014070	0.075	0.036
OGLE-LMC-ECL-27564	ELL	04:55:14.43	-71:14:18.1	16.590	16.668	0.078	2.50830660	0.087	0.066
OGLE-LMC-ECL-27571	ELL	04:55:15.41	-66:57:15.6	16.760	16.677	-0.083	1.89043980	0.081	0.042
OGLE-LMC-ECL-27581	ELL	04:55:19.23	-66:56:31.6	16.470	16.485	0.015	7.85351170	0.120	0.053
OGLE-LMC-ECL-27585	ELL	04:55:21.46	-69:35:03.6	16.759	16.764	0.005	2.27610040	0.075	0.042
OGLE-LMC-ECL-27587	ELL	04:55:23.50	-69:51:31.2	16.410	17.386	0.976	68.12807650	0.165	0.134
OGLE-LMC-ECL-27604	ELL	04:55:30.55	-67:16:22.0	15.356	15.254	-0.102	4.85569250	0.137	0.049
OGLE-LMC-ECL-27621	C	04:55:39.48	-66:35:22.8	18.644	20.598	1.954	1.91692740	0.108	0.105
OGLE-LMC-ECL-27623	ELL	04:55:40.07	-70:19:13.7	17.494	17.621	0.127	4.20372030	0.074	0.026
OGLE-LMC-ECL-27633	C	04:55:47.65	-71:24:44.9	18.323	18.344	0.021	0.70680500	0.269	0.257
OGLE-LMC-ECL-27647	ELL	04:55:56.62	-66:56:12.4	15.058	16.607	1.549	534.81600070	0.033	0.017
OGLE-LMC-ECL-27649	ELL	04:55:56.95	-69:49:52.4	16.309	16.222	-0.087	2.69595790	0.023	0.009
OGLE-LMC-ECL-27658	ELL	04:55:59.57	-68:33:59.8	16.460	16.658	0.198	10.82790680	0.124	0.045
OGLE-LMC-ECL-27686	ELL	04:56:09.28	-69:08:35.7	17.783	17.897	0.114	2.30162450	0.115	0.039
OGLE-LMC-ECL-27700	ELL	04:56:15.33	-69:32:31.0	17.267	17.395	0.128	3.20375920	0.110	0.016
OGLE-LMC-ECL-27706	ELL	04:56:18.48	-69:39:17.9	16.698	16.735	0.037	4.40332180	0.102	0.026
OGLE-LMC-ECL-27745	ELL	04:56:30.05	-67:11:51.6	15.629	15.584	-0.045	5.47187120	0.046	0.020
OGLE-LMC-ECL-27747	ELL	04:56:30.44	-68:43:29.6	15.000	16.493	1.493	161.86900320	0.193	0.149
OGLE-LMC-ECL-27762	ELL	04:56:36.35	-69:40:06.4	16.474	16.440	-0.034	2.57419800	0.080	0.050
OGLE-LMC-ECL-27776	ELL	04:56:41.08	-70:14:39.3	15.261	15.202	-0.059	5.30920370	0.104	0.043
OGLE-LMC-ECL-27778	ELL	04:56:41.98	-71:41:32.5	15.761	15.724	-0.037	3.08157740	0.049	0.016
OGLE-LMC-ECL-27797	ELL	04:56:45.55	-66:48:08.7	17.465	18.241	0.776	35.79945850	0.132	0.112
OGLE-LMC-ECL-27817	ELL	04:56:53.01	-72:01:19.0	15.934	17.230	1.296	170.36600020	0.026	0.017
OGLE-LMC-ECL-27830	ELL	04:56:59.52	-69:28:50.9	14.294	15.374	1.080	0.27502050	0.184	0.162
OGLE-LMC-ECL-27832	C	04:56:59.63	-66:15:17.8	16.079	16.170	0.091	1.40896290	0.178	0.173
OGLE-LMC-ECL-27843	ELL	04:57:02.12	-67:02:40.2	16.610	16.608	-0.002	3.42039820	0.109	0.071
OGLE-LMC-ECL-27847	ELL	04:57:02.69	-68:46:49.3	17.060	17.285	0.225	4.70917420	0.167	0.105
OGLE-LMC-ECL-27856	ELL	04:57:05.64	-71:07:07.6	19.321	19.563	0.242	0.82769200	0.346	0.225
OGLE-LMC-ECL-27875	ELL	04:57:13.41	-68:25:29.2	16.933	17.210	0.277	6.67321610	0.068	0.047
OGLE-LMC-ECL-27904	ELL	04:57:22.95	-69:19:37.6	17.647	17.678	0.031	1.73908030	0.146	0.053
OGLE-LMC-ECL-27911	ELL	04:57:24.83	-69:38:34.5	14.717	14.641	-0.076	3.63815270	0.027	0.008
OGLE-LMC-ECL-27912	ELL	04:57:24.84	-69:38:34.6	14.688	14.610	-0.078	3.63835100	0.025	0.010
OGLE-LMC-ECL-27915	ELL	04:57:25.57	-69:47:53.3	17.152	17.211	0.059	2.76007620	0.058	0.024
OGLE-LMC-ECL-27929	C	04:57:28.54	-69:05:35.3	18.765	19.888	1.123	33.13657350	0.203	0.194
OGLE-LMC-ECL-27930	ELL	04:57:28.69	-66:51:38.1	15.613	15.466	-0.147	1.71696470	0.084	0.053
OGLE-LMC-ECL-27941	ELL	04:57:33.01	-70:38:01.7	18.078	19.161	1.083	22.50677710	0.162	0.131
OGLE-LMC-ECL-27948	ELL	04:57:35.86	-69:37:34.1	15.315	15.215	-0.100	1.81268080	0.112	0.083
OGLE-LMC-ECL-27949	C	04:57:35.95	-68:34:01.6	18.898	19.136	0.238	1.84987460	0.147	0.144
OGLE-LMC-ECL-27965	ELL	04:57:41.98	-69:13:21.5	17.978	17.960	-0.018	0.97832650	0.066	0.060
OGLE-LMC-ECL-27972	ELL	04:57:44.56	-69:35:23.4	16.881	16.857	-0.024	1.37758240	0.081	0.061
OGLE-LMC-ECL-27980	ELL	04:57:50.26	-69:25:21.8	16.486	16.456	-0.030	1.99862460	0.125	0.086
OGLE-LMC-ECL-27991	ELL	04:57:54.06	-68:46:26.4	15.919	15.861	-0.058	1.78886960	0.051	0.022
OGLE-LMC-ECL-28017	ELL	04:58:07.47	-68:22:07.4	16.670	16.636	-0.034	1.45273310	0.051	0.025
OGLE-LMC-ECL-28019	ELL	04:58:07.93	-69:31:36.4	17.601	17.699	0.098	5.40973540	0.066	0.049
OGLE-LMC-ECL-28020	ELL	04:58:08.01	-66:48:22.5	17.690	18.755	1.065	13.80523320	0.179	0.121
OGLE-LMC-ECL-28021	ELL	04:58:09.32	-65:40:45.3	18.677	18.867	0.190	0.60191670	0.166	0.075
OGLE-LMC-ECL-28050	ELL	04:58:15.75	-69:16:10.5	15.796	15.719	-0.077	1.78144020	0.047	0.018
OGLE-LMC-ECL-28072	C	04:58:23.68	-68:27:43.6	18.350	18.351	0.001	0.46634440	0.404	0.400
OGLE-LMC-ECL-28087	C	04:58:28.68	-69:19:27.8	19.093	19.355	0.262	0.89092670	0.244	0.225
OGLE-LMC-ECL-28112	ELL	04:58:39.42	-67:51:15.8	16.886	16.910	0.024	1.53883300	0.039	0.021
OGLE-LMC-ECL-28154	ELL	04:58:54.53	-69:32:26.8	16.821	18.355	1.534	73.11180700	0.147	0.114
OGLE-LMC-ECL-28179	ELL	04:59:03.67	-68:12:49.5	18.278	18.424	0.146	1.20155240	0.205	0.125
