ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-36493	C	05:38:25.12	-63:53:48.9	18.842	19.872	1.030	0.21840140	0.726	0.608
OGLE-LMC-ECL-36504	C	05:38:28.46	-69:11:19.1	14.234	14.368	0.134	1.12414500	0.231	0.225
OGLE-LMC-ECL-36511	ELL	05:38:30.22	-69:37:26.3	15.605	15.688	0.083	2.97162680	0.075	0.033
OGLE-LMC-ECL-36527	ELL	05:38:34.48	-70:20:49.3	16.818	17.079	0.261	4.56933780	0.123	0.051
OGLE-LMC-ECL-36536	ELL	05:38:35.77	-69:16:39.1	16.672	17.347	0.675	1.24896430	0.100	0.084
OGLE-LMC-ECL-36538	ELL	05:38:36.03	-69:46:24.1	16.069	16.224	0.155	3.13462190	0.070	0.036
OGLE-LMC-ECL-36551	C	05:38:38.48	-69:06:22.0	13.146	13.527	0.381	6.89258380	0.251	0.224
OGLE-LMC-ECL-36563	ELL	05:38:41.55	-66:49:21.4	18.012	18.079	0.067	2.40269820	0.101	0.024
OGLE-LMC-ECL-36574	ELL	05:38:43.60	-69:06:51.2	16.498	16.809	0.311	1.25733140	0.046	0.029
OGLE-LMC-ECL-36579	ELL	05:38:45.10	-71:10:39.9	15.383	16.974	1.591	180.39205460	0.182	0.140
OGLE-LMC-ECL-36600	C	05:38:51.04	-69:06:20.4	13.547	13.882	0.335	8.58955590	0.207	0.183
OGLE-LMC-ECL-36611	ELL	05:38:53.59	-68:53:41.8	19.307	19.517	0.210	0.60884010	0.311	0.180
OGLE-LMC-ECL-36613	ELL	05:38:53.78	-68:37:41.5	18.492	19.706	1.214	17.43281440	0.141	0.060
OGLE-LMC-ECL-36615	C	05:38:54.93	-66:08:12.8	19.556	19.783	0.227	0.55812200	0.753	0.704
OGLE-LMC-ECL-36619	ELL	05:38:55.74	-71:20:48.1	17.648	18.775	1.127	40.11700050	0.190	0.165
OGLE-LMC-ECL-36621	ELL	05:38:56.36	-69:53:43.5	17.350	18.526	1.176	21.41468290	0.109	0.096
OGLE-LMC-ECL-36623	ELL	05:38:57.15	-70:20:11.0	17.487	17.876	0.389	5.36621490	0.088	0.058
OGLE-LMC-ECL-36629	ELL	05:38:58.21	-67:10:16.1	16.822	16.795	-0.027	1.73511770	0.070	0.033
OGLE-LMC-ECL-36633	ELL	05:38:59.89	-69:29:37.3	15.145	15.059	-0.086	1.85870200	0.031	0.020
OGLE-LMC-ECL-36640	C	05:39:02.48	-65:02:01.2	19.013	20.097	1.084	1.04230760	0.250	0.213
OGLE-LMC-ECL-36661	ELL	05:39:08.65	-70:24:40.3	17.636	17.778	0.142	2.30572240	0.086	0.015
OGLE-LMC-ECL-36664	ELL	05:39:09.44	-66:55:38.6	16.894	16.925	0.031	5.19676510	0.067	0.019
OGLE-LMC-ECL-36679	ELL	05:39:16.07	-71:10:37.0	15.651	17.274	1.623	149.75900980	0.192	0.132
OGLE-LMC-ECL-36698	ELL	05:39:23.48	-69:28:08.8	15.728	15.788	0.060	2.78081250	0.138	0.075
OGLE-LMC-ECL-36716	C	05:39:30.27	-64:06:53.6	19.557	19.732	0.175	0.95207610	0.444	0.411
OGLE-LMC-ECL-36736	ELL	05:39:34.83	-69:25:39.4	16.651	16.749	0.098	3.46806420	0.067	0.028
OGLE-LMC-ECL-36744	ELL	05:39:37.58	-69:46:09.6	17.641	18.403	0.762	0.82667280	0.070	0.069
OGLE-LMC-ECL-36750	ELL	05:39:39.98	-68:25:14.9	16.480	16.547	0.067	7.01752290	0.072	0.013
OGLE-LMC-ECL-36775	C	05:39:47.60	-67:53:48.4	19.389	19.393	0.004	0.59723440	0.265	0.206
OGLE-LMC-ECL-36776	C	05:39:48.20	-66:14:17.7	19.336	19.790	0.454	2.29304240	0.233	0.194
OGLE-LMC-ECL-36784	ELL	05:39:51.72	-67:02:36.7	17.195	17.188	-0.007	1.64582040	0.081	0.056
OGLE-LMC-ECL-36796	C	05:39:56.26	-66:56:22.7	18.746	18.766	0.020	1.05744870	0.244	0.203
OGLE-LMC-ECL-36822	C	05:40:03.74	-70:38:36.7	14.531	15.484	0.953	0.24091190	0.262	0.250
OGLE-LMC-ECL-36827	ELL	05:40:04.55	-70:28:45.4	17.292	17.408	0.116	3.09298780	0.061	0.014
OGLE-LMC-ECL-36831	ELL	05:40:06.20	-69:27:12.1	16.600	16.611	0.011	1.46986720	0.117	0.069
OGLE-LMC-ECL-36875	C	05:40:20.77	-65:13:18.1	19.048	19.600	0.552	2.67629320	0.153	0.122
OGLE-LMC-ECL-36880	ELL	05:40:22.60	-70:05:11.2	15.676	15.960	0.284	18.42458810	0.034	0.008
OGLE-LMC-ECL-36887	ELL	05:40:25.73	-70:45:14.2	16.685	16.757	0.072	1.97481460	0.029	0.019
OGLE-LMC-ECL-36891	ELL	05:40:28.08	-67:24:07.6	16.407	16.315	-0.092	1.13801820	0.032	0.016
OGLE-LMC-ECL-36894	ELL	05:40:28.70	-64:30:07.9	19.432	19.603	0.171	0.61564300	0.362	0.159
OGLE-LMC-ECL-36898	ELL	05:40:29.01	-70:20:29.3	18.159	18.204	0.045	0.73751380	0.117	0.081
OGLE-LMC-ECL-36951	ELL	05:40:46.87	-69:54:29.4	16.588	16.638	0.050	5.94400070	0.130	0.028
OGLE-LMC-ECL-36954	ELL	05:40:47.41	-67:33:12.1	16.132	16.214	0.082	7.17767000	0.138	0.028
OGLE-LMC-ECL-36977	ELL	05:40:54.67	-72:44:41.4	16.652	17.601	0.949	58.20900460	0.276	0.182
OGLE-LMC-ECL-36983	ELL	05:40:56.07	-66:45:04.7	15.028	16.425	1.397	144.66240320	0.133	0.084
OGLE-LMC-ECL-36994	C	05:40:58.71	-66:38:51.7	17.191	17.117	-0.074	1.07858800	0.221	0.217
OGLE-LMC-ECL-37016	ELL	05:41:06.70	-71:36:37.9	17.668	17.819	0.151	4.30296280	0.077	0.035
OGLE-LMC-ECL-37058	C	05:41:20.05	-68:08:40.1	19.471	19.534	0.063	0.71240520	0.357	0.355
OGLE-LMC-ECL-37073	ELL	05:41:22.96	-69:45:14.4	16.763	18.220	1.457	85.65345730	0.061	0.054
OGLE-LMC-ECL-37083	ELL	05:41:25.33	-70:57:44.9	16.884	18.152	1.268	51.66710480	0.119	0.071
OGLE-LMC-ECL-37107	ELL	05:41:33.19	-69:12:21.9	15.058	15.532	0.474	5.41500980	0.098	0.078
OGLE-LMC-ECL-37114	ELL	05:41:37.90	-70:06:53.7	16.270	16.263	-0.007	1.28840350	0.085	0.049
OGLE-LMC-ECL-37121	ELL	05:41:41.59	-70:27:53.6	15.226	15.221	-0.005	4.08619140	0.046	0.017
OGLE-LMC-ECL-37135	ELL	05:41:45.09	-67:16:34.7	15.523	15.490	-0.033	6.17847270	0.121	0.104
OGLE-LMC-ECL-37141	ELL	05:41:50.75	-67:13:38.6	17.429	17.455	0.026	1.91850940	0.094	0.044
OGLE-LMC-ECL-37148	ELL	05:41:53.39	-66:32:57.1	16.904	16.937	0.033	4.92650300	0.096	0.025
OGLE-LMC-ECL-37151	ELL	05:41:54.20	-67:08:12.4	15.557	15.480	-0.077	5.13290920	0.088	0.021
OGLE-LMC-ECL-37176	ELL	05:42:01.13	-67:21:49.4	18.554	18.563	0.009	1.16921400	0.164	0.070
OGLE-LMC-ECL-37189	ELL	05:42:04.49	-67:11:28.6	14.065	14.731	0.666	0.36721060	0.144	0.137
OGLE-LMC-ECL-37197	ELL	05:42:06.35	-71:45:29.4	16.127	17.754	1.627	213.86851840	0.040	0.038
OGLE-LMC-ECL-37226	ELL	05:42:18.35	-69:45:47.4	16.791	16.748	-0.043	1.38728140	0.106	0.071
OGLE-LMC-ECL-37229	ELL	05:42:19.09	-68:27:03.8	17.413	18.616	1.203	39.48772950	0.068	0.034
OGLE-LMC-ECL-37239	ELL	05:42:21.99	-66:56:01.2	17.831	17.793	-0.038	0.91164770	0.130	0.064
OGLE-LMC-ECL-37243	ELL	05:42:22.53	-69:53:05.4	15.516	15.500	-0.016	6.57148880	0.124	0.076
OGLE-LMC-ECL-37245	C	05:42:22.82	-66:15:51.2	19.002	19.536	0.534	2.17080320	0.412	0.294
OGLE-LMC-ECL-37252	C	05:42:25.12	-67:18:06.8	17.923	17.938	0.015	0.47619650	0.379	0.379
OGLE-LMC-ECL-37259	ELL	05:42:28.26	-66:55:26.0	17.086	17.035	-0.051	1.07194330	0.082	0.061
OGLE-LMC-ECL-37269	ELL	05:42:33.74	-68:16:50.0	16.448	16.361	-0.087	2.78741850	0.041	0.023
OGLE-LMC-ECL-37277	ELL	05:42:35.64	-68:37:15.8	19.474	20.034	0.560	0.73814530	0.366	0.199
OGLE-LMC-ECL-37282	ELL	05:42:36.68	-70:35:20.2	14.945	16.916	1.971	46.83021700	0.026	0.017
OGLE-LMC-ECL-37283	ELL	05:42:36.99	-68:20:31.2	17.196	17.182	-0.014	1.77346930	0.088	0.038
OGLE-LMC-ECL-37301	ELL	05:42:44.88	-68:18:44.7	17.588	17.595	0.007	0.97905680	0.079	0.041
OGLE-LMC-ECL-37307	C	05:42:46.06	-64:37:38.3	18.646	18.839	0.193	1.59176630	0.326	0.252
OGLE-LMC-ECL-37310	ELL	05:42:47.23	-69:53:05.3	15.381	15.304	-0.077	1.67764740	0.125	0.086
OGLE-LMC-ECL-37320	ELL	05:42:50.59	-72:17:03.7	16.130	17.373	1.243	170.66200210	0.034	0.023
OGLE-LMC-ECL-37332	ELL	05:42:58.86	-66:40:14.5	17.709	17.702	-0.007	1.36258400	0.138	0.131
OGLE-LMC-ECL-37345	C	05:43:03.84	-67:11:05.5	16.148	15.997	-0.151	0.68080910	0.542	0.535
OGLE-LMC-ECL-37352	ELL	05:43:07.63	-69:06:32.3	17.515	17.529	0.014	1.02564080	0.122	0.075
OGLE-LMC-ECL-37353	ELL	05:43:08.19	-66:10:31.4	16.876	17.156	0.280	3.43348340	0.127	0.042
OGLE-LMC-ECL-37357	ELL	05:43:08.59	-67:03:25.0	17.176	17.154	-0.022	1.92900800	0.156	0.117
OGLE-LMC-ECL-37358	ELL	05:43:08.83	-69:29:03.2	16.230	16.436	0.206	3.33408090	0.081	0.044
OGLE-LMC-ECL-37367	C	05:43:11.05	-67:20:41.4	17.776	17.789	0.013	0.54686460	0.101	0.088
OGLE-LMC-ECL-37371	ELL	05:43:13.09	-69:03:25.1	17.436	17.502	0.066	1.27875030	0.116	0.066
OGLE-LMC-ECL-37392	C	05:43:18.88	-64:07:49.0	19.812	20.017	0.205	0.89646720	0.564	0.469
OGLE-LMC-ECL-37403	ELL	05:43:23.36	-69:14:31.7	17.064	17.219	0.155	1.36270850	0.103	0.054
OGLE-LMC-ECL-37422	ELL	05:43:27.88	-69:06:38.8	18.262	18.405	0.143	3.92384020	0.097	0.089
OGLE-LMC-ECL-37428	ELL	05:43:30.41	-66:13:02.1	17.822	18.979	1.157	14.88664330	0.163	0.146
OGLE-LMC-ECL-37439	C	05:43:33.30	-68:54:42.2	18.659	19.901	1.242	38.57299400	0.270	0.260
OGLE-LMC-ECL-37480	ELL	05:43:47.81	-65:39:38.8	16.778	17.802	1.024	27.65363960	0.129	0.106
OGLE-LMC-ECL-37482	ELL	05:43:49.77	-65:45:51.1	17.229	17.948	0.719	28.42920560	0.102	0.085
OGLE-LMC-ECL-37484	C	05:43:50.01	-64:54:11.3	18.976	19.371	0.395	3.12066120	0.130	0.116
OGLE-LMC-ECL-37491	ELL	05:43:53.36	-69:13:10.7	17.627	17.795	0.168	1.94955410	0.080	0.031
OGLE-LMC-ECL-37512	ELL	05:44:01.95	-69:17:33.6	17.114	17.433	0.319	1.53412310	0.091	0.045
OGLE-LMC-ECL-37526	ELL	05:44:07.21	-71:39:04.8	17.722	17.840	0.118	4.10127630	0.071	0.033
OGLE-LMC-ECL-37539	ELL	05:44:10.83	-70:33:08.9	16.953	17.001	0.048	3.19325940	0.100	0.036
OGLE-LMC-ECL-37543	ELL	05:44:12.25	-66:39:22.7	15.760	16.816	1.056	49.59740320	0.140	0.097
OGLE-LMC-ECL-37563	C	05:44:20.42	-66:04:48.0	17.737	17.755	0.018	1.47730650	0.106	0.099
OGLE-LMC-ECL-37577	ELL	05:44:27.00	-67:03:54.3	16.284	16.133	-0.151	0.91007310	0.074	0.047
OGLE-LMC-ECL-37589	ELL	05:44:32.10	-67:26:25.8	19.287	19.408	0.121	0.52132530	0.456	0.450
OGLE-LMC-ECL-37592	ELL	05:44:33.41	-66:37:27.0	17.695	17.860	0.165	2.07980710	0.096	0.021
OGLE-LMC-ECL-37606	C	05:44:36.89	-64:25:23.3	18.764	18.990	0.226	1.41738290	0.257	0.231
OGLE-LMC-ECL-37628	ELL	05:44:43.45	-67:33:47.5	15.592	15.490	-0.102	2.02944300	0.109	0.069
OGLE-LMC-ECL-37634	ELL	05:44:44.87	-71:15:39.8	16.180	17.044	0.864	0.83005360	0.063	0.043
OGLE-LMC-ECL-37649	ELL	05:44:48.80	-69:20:21.8	17.075	17.232	0.157	1.55758550	0.102	0.060
OGLE-LMC-ECL-37653	ELL	05:44:50.36	-66:54:28.2	17.052	17.126	0.074	4.91434100	0.118	0.056
OGLE-LMC-ECL-37661	ELL	05:44:51.72	-67:34:33.2	15.625	15.584	-0.041	4.23157740	0.050	0.016
OGLE-LMC-ECL-37681	ELL	05:45:01.27	-69:24:58.8	16.302	17.445	1.143	74.89476260	0.050	0.016
OGLE-LMC-ECL-37691	ELL	05:45:04.06	-70:22:33.9	17.430	17.590	0.160	1.86576880	0.081	0.029
OGLE-LMC-ECL-37694	ELL	05:45:05.53	-69:08:46.2	17.168	17.190	0.022	1.41475180	0.100	0.062
OGLE-LMC-ECL-37695	C	05:45:05.88	-66:39:57.7	18.957	19.027	0.070	0.96660310	0.206	0.191
OGLE-LMC-ECL-37708	C	05:45:10.87	-66:56:15.7	17.578	18.724	1.146	0.96022250	0.264	0.219
OGLE-LMC-ECL-37717	C	05:45:15.01	-64:50:37.2	18.404	18.447	0.043	1.56141810	0.121	0.106
OGLE-LMC-ECL-37736	C	05:45:22.87	-67:25:13.8	19.316	19.906	0.590	1.60869220	0.407	0.404
OGLE-LMC-ECL-37759	C	05:45:32.21	-65:31:40.7	16.873	16.863	-0.010	6.33133690	0.062	0.061
OGLE-LMC-ECL-37771	C	05:45:36.52	-67:07:34.4	19.011	19.138	0.127	0.59175480	0.467	0.436
OGLE-LMC-ECL-37781	C	05:45:42.63	-69:54:19.5	17.447	17.454	0.007	0.68887360	0.800	0.751
OGLE-LMC-ECL-37792	ELL	05:45:46.54	-71:34:31.8	17.025	17.001	-0.024	2.07188200	0.108	0.043
OGLE-LMC-ECL-37810	C	05:45:56.14	-65:09:09.7	19.532	19.851	0.319	0.69016610	0.561	0.524
OGLE-LMC-ECL-37828	ELL	05:46:03.88	-65:19:38.1	17.110	18.294	1.184	134.67222380	0.153	0.133
OGLE-LMC-ECL-37860	C	05:46:14.86	-66:53:00.1	17.190	17.297	0.107	1.95064620	0.070	0.064
OGLE-LMC-ECL-37882	C	05:46:25.39	-63:53:52.0	18.917	18.926	0.009	0.66239440	0.515	0.473
OGLE-LMC-ECL-37884	ELL	05:46:25.88	-68:08:03.0	17.036	17.287	0.251	5.53036340	0.096	0.011
OGLE-LMC-ECL-37985	ELL	05:47:05.52	-71:15:06.6	16.992	17.400	0.408	7.75656470	0.078	0.058
OGLE-LMC-ECL-37988	ELL	05:47:06.62	-72:59:34.4	16.518	17.421	0.903	13.61846830	0.150	0.149
OGLE-LMC-ECL-37992	ELL	05:47:09.13	-63:24:04.8	17.430	17.965	0.535	6.86272640	0.184	0.138
OGLE-LMC-ECL-37997	ELL	05:47:12.45	-67:31:18.3	16.299	16.248	-0.051	3.30021820	0.109	0.038
OGLE-LMC-ECL-37998	ELL	05:47:12.65	-67:33:20.6	17.169	17.168	-0.001	2.60098380	0.122	0.051
OGLE-LMC-ECL-38016	ELL	05:47:20.66	-71:00:32.3	18.763	18.953	0.190	0.94222340	0.348	0.207
OGLE-LMC-ECL-38044	C	05:47:29.01	-68:02:55.1	16.950	16.835	-0.115	0.67552340	0.564	0.558
OGLE-LMC-ECL-38049	ELL	05:47:30.24	-67:29:51.6	17.081	17.058	-0.023	3.14646780	0.066	0.025
OGLE-LMC-ECL-38130	C	05:47:58.95	-67:13:39.2	17.349	17.327	-0.022	0.77949220	0.226	0.221
OGLE-LMC-ECL-38149	ELL	05:48:06.95	-66:22:33.2	17.174	17.304	0.130	4.74335820	0.120	0.027
OGLE-LMC-ECL-38179	ELL	05:48:15.71	-65:39:22.7	17.060	18.101	1.041	59.96860220	0.082	0.079
OGLE-LMC-ECL-38181	ELL	05:48:17.13	-67:57:27.7	16.487	16.399	-0.088	1.83341960	0.059	0.012
OGLE-LMC-ECL-38186	ELL	05:48:20.09	-68:34:38.3	16.385	17.761	1.376	75.55394690	0.125	0.113
OGLE-LMC-ECL-38210	ELL	05:48:31.79	-71:06:40.4	19.183	19.301	0.118	0.85050080	0.266	0.142
OGLE-LMC-ECL-38222	ELL	05:48:35.99	-67:09:55.3	18.230	18.263	0.033	1.84192510	0.102	0.031
OGLE-LMC-ECL-38245	ELL	05:48:44.42	-71:12:38.1	16.808	16.765	-0.043	1.16973000	0.080	0.053
OGLE-LMC-ECL-38249	C	05:48:45.53	-69:12:54.6	17.291	18.087	0.796	0.29612780	0.522	0.471
OGLE-LMC-ECL-38251	ELL	05:48:47.11	-71:00:00.1	16.943	18.255	1.312	60.88140940	0.090	0.075
OGLE-LMC-ECL-38272	C	05:48:52.21	-68:03:22.1	18.321	18.372	0.051	0.56277400	0.373	0.373
OGLE-LMC-ECL-38302	ELL	05:49:01.27	-67:38:26.5	17.632	18.456	0.824	0.75428080	0.065	0.033
OGLE-LMC-ECL-38317	ELL	05:49:05.57	-67:25:21.6	17.005	17.008	0.003	2.37618540	0.055	0.020
OGLE-LMC-ECL-38334	ELL	05:49:10.14	-68:57:04.0	16.237	17.825	1.588	115.26680720	0.087	0.075
OGLE-LMC-ECL-38336	ELL	05:49:10.39	-70:44:18.4	17.236	17.305	0.069	41.36439200	0.090	0.088
OGLE-LMC-ECL-38364	C	05:49:23.92	-73:08:08.2	18.415	19.530	1.115	0.33568970	0.549	0.485
OGLE-LMC-ECL-38409	ELL	05:49:39.44	-65:30:46.1	17.398	17.440	0.042	5.17076010	0.073	0.069
OGLE-LMC-ECL-38422	ELL	05:49:46.11	-65:30:50.2	19.579	19.915	0.336	1.33464210	0.386	0.341
OGLE-LMC-ECL-38433	ELL	05:49:58.39	-69:32:31.9	18.100	18.210	0.110	1.16902280	0.097	0.045
OGLE-LMC-ECL-38446	ELL	05:50:04.48	-69:52:23.1	15.691	15.704	0.013	3.14094250	0.061	0.035
OGLE-LMC-ECL-38451	C	05:50:05.74	-66:27:49.6	19.253	19.325	0.072	0.87232370	0.432	0.381
OGLE-LMC-ECL-38481	ELL	05:50:20.16	-70:07:17.0	16.509	17.978	1.469	91.52920760	0.083	0.071
OGLE-LMC-ECL-38512	ELL	05:50:33.18	-70:24:54.4	16.163	17.622	1.459	95.91880430	0.173	0.134
OGLE-LMC-ECL-38520	ELL	05:50:36.59	-69:50:40.0	16.524	16.584	0.060	6.19195490	0.092	0.017
OGLE-LMC-ECL-38525	C	05:50:38.86	-66:36:42.7	19.838	19.942	0.104	0.61202050	0.488	0.450
OGLE-LMC-ECL-38555	C	05:50:51.64	-66:49:44.5	19.124	19.441	0.317	1.15445270	0.311	0.296
OGLE-LMC-ECL-38574	ELL	05:51:00.36	-66:41:46.2	17.434	17.473	0.039	3.49355300	0.052	0.018
OGLE-LMC-ECL-38587	C	05:51:07.38	-73:00:41.3	13.332	14.117	0.785	0.37937400	0.643	0.581
OGLE-LMC-ECL-38596	ELL	05:51:12.35	-71:01:46.5	16.355	16.440	0.085	5.28129180	0.060	0.013
OGLE-LMC-ECL-38600	C	05:51:13.88	-67:16:56.8	18.212	18.158	-0.054	0.42125980	0.755	0.748
OGLE-LMC-ECL-38632	ELL	05:51:34.33	-67:35:16.2	16.911	18.085	1.174	48.95880980	0.142	0.140
OGLE-LMC-ECL-38654	ELL	05:51:49.90	-66:00:51.7	18.248	18.796	0.548	18.37188060	0.572	0.389
OGLE-LMC-ECL-38685	C	05:52:05.61	-64:47:26.7	19.152	19.423	0.271	1.17944490	0.217	0.198
OGLE-LMC-ECL-38687	ELL	05:52:05.91	-68:18:35.5	14.874	14.722	-0.152	2.33183770	0.115	0.083
OGLE-LMC-ECL-38710	ELL	05:52:13.71	-64:31:45.5	17.356	18.236	0.880	14.98092210	0.206	0.168
OGLE-LMC-ECL-38714	C	05:52:16.30	-66:38:30.6	19.344	19.501	0.157	1.35344200	0.376	0.370
OGLE-LMC-ECL-38720	ELL	05:52:19.54	-67:41:46.0	16.665	16.606	-0.059	2.04495560	0.070	0.016
OGLE-LMC-ECL-38766	ELL	05:52:43.44	-66:36:04.9	18.939	18.967	0.028	0.63646430	0.433	0.250
OGLE-LMC-ECL-38769	ELL	05:52:44.45	-67:27:10.3	17.711	17.618	-0.093	0.97155820	0.145	0.084
OGLE-LMC-ECL-38801	ELL	05:53:03.60	-69:41:12.9	15.474	15.417	-0.057	5.22621920	0.128	0.077
OGLE-LMC-ECL-38815	ELL	05:53:10.95	-65:50:43.2	18.585	18.684	0.099	0.88042970	0.180	0.135
OGLE-LMC-ECL-38828	ELL	05:53:19.33	-70:41:08.4	17.933	19.054	1.121	13.25834320	0.127	0.102
OGLE-LMC-ECL-38840	ELL	05:53:22.40	-69:45:42.0	17.905	17.981	0.076	1.57770590	0.064	0.021
OGLE-LMC-ECL-38864	C	05:53:35.42	-68:19:02.3	19.323	19.608	0.285	1.79807860	0.313	0.232
OGLE-LMC-ECL-38870	C	05:53:40.25	-67:39:54.4	19.580	19.710	0.130	0.70654670	0.262	0.203
OGLE-LMC-ECL-38871	ELL	05:53:41.31	-68:01:09.6	16.231	16.131	-0.100	2.36708580	0.124	0.076
OGLE-LMC-ECL-38877	C	05:53:45.52	-66:01:04.5	19.357	19.660	0.303	1.91408330	0.245	0.217
OGLE-LMC-ECL-38899	ELL	05:53:55.75	-70:45:05.0	17.483	18.693	1.210	35.18020240	0.177	0.148
OGLE-LMC-ECL-38906	ELL	05:53:59.27	-66:25:51.7	19.682	19.946	0.264	0.57292400	0.394	0.131
OGLE-LMC-ECL-38909	ELL	05:53:59.83	-64:17:11.4	16.294	17.601	1.307	186.83800940	0.027	0.015
OGLE-LMC-ECL-38933	ELL	05:54:16.32	-65:06:20.0	18.601	18.697	0.096	1.05902380	0.289	0.181
OGLE-LMC-ECL-38948	ELL	05:54:22.08	-67:20:09.9	16.741	17.853	1.112	46.83985550	0.126	0.065
OGLE-LMC-ECL-38959	C	05:54:40.35	-65:58:28.4	17.982	17.931	-0.051	1.46822260	0.136	0.128
OGLE-LMC-ECL-38968	C	05:54:48.89	-65:50:29.9	19.784	20.176	0.392	1.04430290	0.442	0.383
OGLE-LMC-ECL-39004	ELL	05:55:13.68	-65:28:23.3	17.845	17.925	0.080	0.17700200	0.106	0.027
OGLE-LMC-ECL-39005	ELL	05:55:13.82	-67:31:52.8	16.892	16.817	-0.075	2.16759940	0.066	0.028
OGLE-LMC-ECL-39016	ELL	05:55:19.68	-66:26:55.1	18.512	18.794	0.282	2.88283630	0.189	0.099
OGLE-LMC-ECL-39018	C	05:55:20.05	-65:45:11.3	19.070	19.296	0.226	1.20820470	0.188	0.175
OGLE-LMC-ECL-39022	C	05:55:21.59	-68:08:36.8	19.538	19.786	0.248	0.96070130	0.504	0.387
OGLE-LMC-ECL-39026	ELL	05:55:24.55	-67:31:38.1	17.099	17.011	-0.088	20.33540500	0.054	0.049
OGLE-LMC-ECL-39038	ELL	05:55:31.14	-67:03:29.0	15.403	16.344	0.941	168.75860530	0.253	0.168
OGLE-LMC-ECL-39061	C	05:55:40.09	-66:05:29.5	18.241	18.290	0.049	1.20088190	0.114	0.093
OGLE-LMC-ECL-39074	ELL	05:55:52.93	-69:47:32.0	16.342	16.305	-0.037	3.91479670	0.137	0.048
OGLE-LMC-ECL-39080	C	05:55:57.28	-66:46:24.2	19.793	20.198	0.405	2.37427630	0.431	0.409
OGLE-LMC-ECL-39129	ELL	05:56:41.33	-69:17:52.2	15.927	17.316	1.389	229.59486760	0.032	0.020
OGLE-LMC-ECL-39137	ELL	05:56:49.13	-67:21:26.6	16.671	16.723	0.052	4.39865680	0.063	0.015
OGLE-LMC-ECL-39139	C	05:56:52.84	-64:43:17.5	19.234	19.873	0.639	3.30139060	0.178	0.155
OGLE-LMC-ECL-39142	C	05:56:53.85	-70:29:10.8	13.907	14.964	1.057	0.22267910	0.556	0.536
OGLE-LMC-ECL-39143	ELL	05:56:54.86	-67:22:57.7	17.400	17.418	0.018	1.88442270	0.135	0.095
OGLE-LMC-ECL-39163	C	05:57:04.08	-68:00:32.4	18.689	18.998	0.309	1.41004990	0.200	0.155
OGLE-LMC-ECL-39177	C	05:57:12.80	-68:21:09.5	18.060	19.397	1.337	0.38558370	0.202	0.172
OGLE-LMC-ECL-39180	ELL	05:57:16.67	-66:18:21.3	15.713	16.303	0.590	0.45122510	0.061	0.022
OGLE-LMC-ECL-39194	C	05:57:25.72	-67:48:16.2	19.661	20.023	0.362	0.89454420	0.375	0.350
OGLE-LMC-ECL-39195	C	05:57:26.48	-66:22:15.2	18.324	18.383	0.059	4.77554820	0.091	0.087
OGLE-LMC-ECL-39202	C	05:57:32.50	-68:09:09.8	19.362	19.837	0.475	1.11100940	0.323	0.315
OGLE-LMC-ECL-39216	ELL	05:57:39.66	-67:33:13.5	16.712	16.722	0.010	3.51515240	0.107	0.023
OGLE-LMC-ECL-39217	ELL	05:57:40.70	-68:04:40.8	14.990	14.778	-0.212	4.08027980	0.044	0.012
OGLE-LMC-ECL-39221	ELL	05:57:44.24	-67:56:03.4	15.676	15.695	0.019	7.22811760	0.096	0.021
OGLE-LMC-ECL-39230	ELL	05:57:54.44	-69:52:56.6	17.332	17.268	-0.064	1.36538100	0.080	0.038
OGLE-LMC-ECL-39257	ELL	05:58:17.82	-65:41:33.8	19.723	19.889	0.166	0.57977520	0.597	0.371
OGLE-LMC-ECL-39265	C	05:58:22.39	-66:35:32.5	18.578	20.475	1.897	0.30469090	0.117	0.094
OGLE-LMC-ECL-39266	C	05:58:23.20	-66:41:47.4	19.593	19.894	0.301	0.46928730	0.512	0.361
OGLE-LMC-ECL-39268	C	05:58:24.01	-65:45:38.8	19.139	19.533	0.394	1.77435300	0.315	0.262
OGLE-LMC-ECL-39279	ELL	05:58:32.39	-67:48:12.0	17.275	17.288	0.013	3.47408060	0.105	0.062
OGLE-LMC-ECL-39280	ELL	05:58:32.51	-65:43:23.7	18.252	18.369	0.117	1.62766040	0.134	0.092
OGLE-LMC-ECL-39287	ELL	05:58:38.48	-67:33:00.1	17.077	17.186	0.109	5.09301570	0.116	0.052
OGLE-LMC-ECL-39295	ELL	05:58:46.27	-68:13:25.5	16.930	16.880	-0.050	1.63574560	0.063	0.028
OGLE-LMC-ECL-39301	ELL	05:58:48.73	-67:49:09.1	16.801	16.746	-0.055	2.42620310	0.068	0.041
OGLE-LMC-ECL-39312	ELL	05:58:54.57	-68:30:13.1	16.051	15.926	-0.125	3.56291850	0.102	0.035
OGLE-LMC-ECL-39345	ELL	05:59:25.83	-67:26:12.0	16.921	16.909	-0.012	2.47463140	0.224	0.204
OGLE-LMC-ECL-39359	C	05:59:42.88	-67:27:44.8	19.645	19.981	0.336	1.13462510	0.521	0.452
OGLE-LMC-ECL-39360	ELL	05:59:43.22	-67:51:02.4	18.730	18.915	0.185	0.48301500	0.145	0.075
OGLE-LMC-ECL-39386	C	06:00:15.92	-67:04:46.8	15.140	15.968	0.828	0.33288230	0.123	0.099
